#
# Response
#

pictureType     = twovariable

ImageName_hor	= popside.gif
ImageName_vert	= pop.gif

xaxisVariable	= x
yaxisVariable	= y

data_contents	| x 	  | y 	
data_units	| m       | m
data_range	| 0..20  | 0..20
#---------------|---------|-----------
data	|	-1	|	6
data	|	-1	|	6
data	|	-1	|	6
data	|	6	|	6
data	|	6	|	6
data	|	6	|	6
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	7
data	|	7	|	-1
data	|	7	|	-1
data	|	7	|	-1
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	8
data	|	8	|	-1
data	|	8	|	8
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	9
data	|	9	|	-1
data	|	9	|	-1
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	10
data	|	10	|	-1
data	|	10	|	-1
data	|	10	|	-1
data	|	11	|	11
data	|	11	|	11
data	|	11	|	11
data	|	11	|	11
data	|	11	|	-1
data	|	11	|	11
data	|	11	|	11
data	|	11	|	11
data	|	11	|	-1
data	|	11	|	11
data	|	11	|	11
data	|	11	|	11
data	|	11	|	-1
data	|	11	|	11
data	|	11	|	-1
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	12
data	|	12	|	-1
data	|	12	|	-1
data	|	12	|	-1
data	|	12	|	-1
data	|	12	|	-1
data	|	13	|	13
data	|	13	|	13
data	|	13	|	13
data	|	13	|	13
data	|	13	|	13
data	|	13	|	13
data	|	13	|	13
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	13	|	-1
data	|	14	|	14
data	|	14	|	14
data	|	14	|	14
data	|	14	|	14
data	|	14	|	14
data	|	14	|	14
data	|	14	|	14
data	|	14	|	14
data	|	14	|	-1
data	|	14	|	-1
data	|	14	|	14
data	|	15	|	15
data	|	15	|	15
data	|	15	|	15
data	|	15	|	15
data	|	15	|	15
data	|	15	|	15
data	|	15	|	15
data	|	15	|	15
data	|	15	|	-1
data	|	15	|	-1
data	|	15	|	-1
data	|	15	|	-1
data	|	15	|	-1
data	|	15	|	-1
data	|	15	|	-1
data	|	16	|	16
data	|	16	|	16
data	|	16	|	16
data	|	16	|	-1
data	|	16	|	-1
data	|	16	|	-1
data	|	16	|	-1
data	|	16	|	-1
data	|	17	|	17
data	|	17	|	17
data	|	17	|	17
data	|	17	|	17
data	|	17	|	17
data	|	17	|	17
data	|	17	|	17
data	|	17	|	-1
data	|	17	|	-1
data	|	17	|	-1
data	|	18	|	18
data	|	18	|	18
data	|	18	|	18
data	|	18	|	-1
data	|	18	|	-1
data	|	18	|	18
data	|	18	|	-1
data	|	18	|	-1
data	|	18	|	-1
data	|	18	|	-1
data	|	18	|	18
data	|	19	|	19
data	|	19	|	19
data	|	19	|	19
data	|	19	|	-1
data	|	19	|	-1
data	|	19	|	19
data	|	19	|	-1
data	|	19	|	-1
data	|	19	|	-1
data	|	20	|	20
data	|	20	|	20
data	|	20	|	20
data	|	20	|  -1


